รหัสสินค้า,รายละเอียด,หน่วยนับ,หมวด,สินค้าต้นงวด,จำนวนขาย,จำนวนซื้อ,จำนวนรับคืน,จำนวนปรับปรุง,จำนวนคงเหลือ,ต้นทุนสินค้ารวม,ราคาต้นทุนเฉลี่ย
6K0240114,ก๊อกอ่างซิงค์ P.P.13,ตัว,80,6,0,0,0,0,6,720,120
6K0240115,ก๊อกอ่างซิงค์ยืน FEED#FE13,ตัว,80,6,0,0,0,0,6,690,115
6K0240118,ก๊อกอ่างซิงค์ MILANO # 118,ตัว,11,12,0,0,0,0,12,2376,198
6K0240119,ก๊อกอ่างซิงค์ WINNY,ตัว,11,12,0,0,0,0,12,1980,165
6K0240120,ก๊อกอ่างซิงค์ติดผนัง โอเอซิส OA#11,แผง,11,72,0,0,0,0,72,10020,139.1667
6K0240121,ก๊อกอ่างซิงค์ยืน โอเอซิส OA#13,แผง,11,84,0,0,0,0,84,14280,170
6K0240122,ก๊อกอ่างซิงค์ RESOMA # S112,ตัว,11,12,0,0,0,0,12,1350,112.5
6K0240123,ก๊อกอ่างซิงค์ AMAZON#C-11,ตัว,60,9,0,0,0,0,9,1710,190
6K0240124,ก๊อกอ่างซิ้งยืน AMAZON C-13,ชุด,60,5,0,0,0,0,5,1020.8134,204.1627
6K0240125,"ก๊อกบอลกุญแจสนาม NRH 1/2"" #007",ตัว,60,13,3,0,0,0,10,1200,120
6K0240200,"ก๊อกบอล PVC ด้ามแฟนซี 3/4""",อัน,89,0,9,48,0,0,39,819,21
6K0240201,"ก๊อกบอล PVC ด้ามแฟนซี 1/2""",อัน,89,0,15,96,0,0,81,1417.5,17.5
6K0240202,"ก๊อกติดผนัง 2 ทาง MILANO 1/2""",ตัว,60,6,0,0,0,0,6,1425,237.5
6K0240203,ก๊อกอ่างล้างหน้าเดียวPAINI # 17CR203,ตัว,80,4,0,0,0,0,4,2649.34,662.335
6K0240205,"ก๊อกกินน้ำนักเรียน 1/2"" K-52",แผง,60,72,0,0,0,0,72,10210.2315,141.8088
6K0240216,ก๊อกอ่างซิงค์ หัวพวงมาลัย(ผนัง) คลิสตัน,ตัว,89,10,20,12,0,0,2,560,280
6K0240218,ก๊อกคอยาว หัวแก้ว HANG #LW-218,แผง,60,12,0,0,0,0,12,2153.5,179.4583
6K0240219,ก๊อกคอยาวสไตล์โมเดริ์น BC,ตัว,60,22,1,0,0,0,21,3213,153
6K0240220,ก๊อกคอสั้นหัวมะยม HANG#WF-220,แผง,60,10,0,0,0,0,10,1317.5,131.75
6K0240221,ก๊อกอ่างซิงค์ หัวพวงมาลัย(พื้น) คลิสตัน,ตัว,89,0,31,34,0,0,3,840,280
6K0240222,ก๊อกอ่างล้างหน้า AE-222,ชุด,11,6,0,0,0,0,6,3836,639.3333
6K0240224,"ก๊อกบอลแฟนซี ซันวา 1/2""",ตัว,60,1475,71,100,0,0,1504,76762.0764,51.0386
6K0240225,"ก๊อกบอลแฟนซี ซันวา 3/4""",ตัว,11,100,0,0,0,0,100,5400,54
6K0240226,"ก๊อกบอล ซันวา 3/4""",ตัว,89,976,135,120,0,0,961,91110.002,94.8075
6K0240227,"ก๊อกบอลสนาม+กุญแจ อซูมา3/4""",ตัว,60,11,0,0,0,0,11,1469.6,133.6
6K0240228,"ก๊อกบอลทองเหลือง ซันวา 1/2""",ตัว,11,80,0,0,0,0,80,3952,49.4
6K0240229,"ก๊อกบอล มิกกี้เม้าท์ ซันวา 1/2""",อัน,89,144,18,40,0,0,166,8848.8032,53.306
6K0240235,"ก๊อกบอล ซันวา 1""",ตัว,89,30,7,0,0,0,23,4498.8,195.6
6K0240242,ก๊อกคอยาวสนาม AULA #A24/2,แผง,60,2,0,0,0,0,2,168,84
6K0240245,ก๊อกสนามออกผนัง ด้ามปัด FLS #G245,อัน,89,1,0,0,0,0,1,130,130
6K0240246,ก๊อกสนามออกผนัง ใบไม้ FLS,อัน,89,0,0,12,0,0,12,1560,130
6K0240247,ก๊อกสนามออกผนัง ไม้ขีด FLS,อัน,89,0,9,12,0,0,3,390,130
6K0240248,ก๊อกอ่างล้างหน้า ไม้ไอติม FLS,อัน,89,0,5,12,0,0,7,910,130
6K0240249,ก๊อกอ่างซิ้งค์ ออกพื้น FLS#0170-1,อัน,89,0,4,12,0,0,8,1440,180
6K0240252,ก๊อกออกผนัง ด้ามปัด FLS #G252,อัน,89,1,0,0,0,0,1,111.4286,111.4286
6K0240253,ก๊อกคอยาว ไม้ไอติม FLS,อัน,89,1,0,0,0,0,1,130,130
6K0240305,ก๊อกอ่างล้างหน้า(สนาม) WINNY #ST305-102,ตัว,11,30,0,0,0,0,30,3487.5,116.25
6K0240306,ก๊อกอ่างล้างหน้า แบบกด EWIND#236,ตัว,60,1,0,0,0,0,1,280,280
6K0240307,ก๊อกอ่างล้างหน้าด้ามปัด ซาฟีโร่,ตัว,60,42,0,0,0,0,42,6720,160
6K0240308,ก๊อกอ่างล้างหน้าด้ามปัด FEED,ตัว,60,6,0,0,0,0,6,690,115
6K0240310,ก๊อกอ่างล้างหน้า(รุ่นยก) STABLE,ตัว,60,9,6,0,0,0,3,735,245
6K0240312,ก๊อกอ่างซิงค์ RESOMA # S312,ตัว,60,62,0,0,0,0,62,10308,166.2581
6K0240313,ก๊อกอ่างล้างหน้าหูกระต่าย(TURE)S31/3,ตัว,60,3,0,0,0,0,3,553.5,184.5
6K0240314,ก๊อกอ่างล้างหน้า ทรงสูง/เงา คิงส์ตัน,ชุด,89,0,4,6,2,0,4,1523.5714,380.8929
6K0240315,ก๊อกอ่างล้างหน้า ทรงสูง/ด้าน คิงส์ตัน,ชุด,89,1,0,0,0,0,1,395,395
6K0240317,ก๊อกอ่างล้างหน้า AULA#A31/7 หัวไอติม,แผง,60,6,0,0,0,0,6,672,112
6K0240327,ก๊อกอ่างล้างหน้า AULA#A32/7 หัวไอติม,แผง,60,7,0,0,0,0,7,924,132
6K0240330,ก๊อกอ่างซิ้งค์หัวแก้วนัตตี้ ตัว J,ชุด,60,18,0,0,0,0,18,2264.3874,125.7993
6K0240331,ก๊อกอ่างซิ้งค์ออกผนัง SSL,ชุด,11,12,0,0,0,0,12,1440,120
6K0240332,ก๊อกอ่างซิ้งค์คอยืน SSL,ชุด,11,12,0,0,0,0,12,1632,136
6K0240333,ก๊อกอ่างซิงค์ผนัง DUSS # D9,ตัว,60,77,0,0,0,0,77,19586.52,254.3704
6K0240334,ก๊อกอ่างซิงค์ผนัง DUSS # B11,ตัว,60,10,0,0,0,0,10,2944,294.4
6K0240335,ก๊อกอ่างซิงค์ผนัง CECO # S7,ตัว,60,10,0,0,0,0,10,1200,120
6K0240335B,ก๊อกอ่างล้างหน้า(ทรงสูง)สีทอง รมดำ KL-335/BAC,แผง,60,22,1,0,0,0,21,7227.1196,344.1486
6K0240335C,ก๊อกซิ้งค์(ผนัง)ท.ด รมดำ KL-335/CAC,แผง,60,13,0,0,0,0,13,4588,352.9231
6K0240335J,ก๊อกซิ้งค์(ยืน)ท.ด รมดำ KL-335/JAC,แผง,60,5,1,0,0,0,4,1540,385
6K0240336,ก๊อกอ่างซิงค์ยืน CECO # S7,ตัว,60,7,0,0,0,0,7,910,130
6K0240341,ก๊อกอ่างล้างหน้าก้านโยก H2O # S34-1,อัน,60,122,0,0,0,0,122,15901.3739,130.3391
6K0240401,ก๊อกอ่างซิงค์ Tampa MC 401-11,ตัว,11,24,0,0,0,0,24,3072,128
6K0240405,ก๊อกคอสั้น AE-405,ชุด,60,2,0,0,0,0,2,278.28,139.14
6K0240406,ก๊อกคอสั้น AE-401,ชุด,60,14,0,0,0,0,14,1327.445,94.8175
6K0240412,ก๊อกอ่างซิ้ง โรบิ้น แบบปัดตัว C #412,ตัว,11,24,0,0,0,0,24,3120,130
6K0240422,ก๊อกอ่างซิงค์ RESOMA # S422,ตัว,11,60,0,0,0,0,60,13200,220
6K0240423,ก๊อกอ่างซิ้ง โรบิน แบบปัดตัว J#422,ตัว,11,24,0,0,0,0,24,3600,150
6K0240424,"ก๊อกบอลแฟนซี ซันนี่ 1/2"" [SUNNY]",ตัว,60,169,0,0,0,0,169,2873,17
6K0240426,"ก๊อกบอลแฟนซี ซันนี่ 3/4"" [SUNNY]",ตัว,60,185,0,0,0,0,185,6475,35
6K0240427,ก๊อกอ่างซิ้งค์ หูกระต่าย นัตตี้ J,ตัว,60,36,0,0,0,0,36,6880,191.1111
6K0240428,ก๊อกบอลทองเหลือง ด้ามมิเนียม DUSS L-2,อัน,11,60,0,0,0,0,60,3600,60
6K0240507,ก๊อกติดผนังก้านยาว #507,ชุด,11,18,0,0,0,0,18,4720.81,262.2672
6K0240510,*ก๊อกซิงค์ติดอ่างก้านยาว #510,ชุด,11,17,0,0,0,0,17,4702.29,276.6053
6K0240575,ก๊อกอ่างล้างหน้าหัวโยก SHW K-575,อัน,11,12,0,0,0,0,12,1033.2,86.1
6K0240576,ก๊อกอ่างล้างหน้าด้ามปัด RS ROME,ตัว,60,48,0,0,0,0,48,9840,205
6K0240584,ก๊อกอ่างซิงค์ C หัวโยก SHW K-584,อัน,11,30,0,0,0,0,30,3468.18,115.606
6K0240587,ก๊อกอ่างซิงค์ J หัวโยก SHW K-587,อัน,11,54,0,0,0,0,54,7121.22,131.8744
6K0240624,"ก๊อกบอลแฟนซี BOSTON 1/2""",ตัว,11,159,0,0,0,0,159,3275.4,20.6
6K0240625,"ก๊อกบอลสนาม+กุญแจ 1/2""#A-200",ตัว,11,24,0,0,0,0,24,2040,85
6K0240626,ก๊อกบอล DE-CO 3/4,แผง,60,50,8,0,0,0,42,1638,39
6K0240660,ก๊อกอ่างซิงค์แสตนเลส(พื้น) เอ็ม วี #M-660,ชุด,89,4,10,18,0,0,12,6720,560
6K0240918,ก๊อกอ่างซิ้งค์หัวแก้วฟารีส HANG#SF-18C,แผง,60,5,0,0,0,0,5,1216.6667,243.3333
6K0240935,ก๊อกอ่างซิงค์สวีทโฮม K-935,ตัว,60,18,0,0,0,0,18,6918,384.3333
6K0240945,ก๊อกอ่างซิ้งค์หัวแก้วฟารีส HANG#SF-45/C,แผง,60,9,1,0,0,0,8,1707,213.375
6K0241000,ก๊อกผสมฝักบัวโครเมี่ยม PA-24CR1000RVPQCP (VEGUE),ตัว,11,1,0,0,0,0,1,2149.07,2149.07
6K0241001,"ก๊อกบอลสลิมแฟนซี 1/2"" จีน",อัน,60,21,99,120,0,0,42,717.1277,17.0745
6K0241002,"ก๊อกบอลสลิมแฟนซี NAS 1/2""",อัน,60,52,44,0,2,0,10,180,18
6K0241003,"ก๊อกบอลสนาม MOKO 1/2""",ชิ้น,60,5,0,0,0,0,5,199.5,39.9
6K0241004,"ก๊อกบอลสนาม MOKO 3/4""",ชิ้น,60,2,0,0,0,0,2,91.2,45.6
6K0241006,"ก๊อกบอลสนาม SAZA 1/2""",อัน,60,30,0,0,0,0,30,2096.625,69.8875
6K0241008,"ก๊อกบอล พรีเมี่ยม 1/2""",อัน,89,1,0,0,0,0,1,55,55
6K0241009,"ก๊อกบอลสนาม พรีเมี่ยม 3/4""",อัน,60,2,0,0,0,0,2,148.9524,74.4762
6K0241010,"ก๊อกบอลสนาม พรีเมี่ยม 1/2""",อัน,80,6,0,0,0,0,6,276,46
6K0241011,"ก๊อกบอลสนาม แฟนซี PVC 1/2""(LIN)",ตัว,60,10,0,0,0,0,10,120,12
6K0241012,"ก๊อกบอล 1/2""ด้ามแสตนเลส",อัน,60,39,0,0,0,0,39,2745.6,70.4
6K0241013,"ก๊อกบอลสนาม SNP 1/2""",ชิ้น,89,19,42,0,0,26,3,183.6,61.2
6K0241015,"ก๊อกบอลสนามซันวา 1""",ตัว,60,4,0,0,0,0,4,776,194
6K0241032,ก๊อกอ่างล้างหน้า รุ่นใบไม้ #032F (N),แผง,89,13,19,24,3,0,21,2730,130
6K0241034,ก๊อกอ่างล้างหน้า พวงมาลัย #034F (N),แผง,89,21,5,0,0,0,16,2080,130
6K0241104,ก๊อกอ่างล้างหน้าหัวแก้ว นัตตี้ #104,ชุด,60,4,0,0,0,0,4,333.3333,83.3333
6K0241107,ก๊อกอ่างล้างหน้า TP-D7,ตัว,11,25,0,0,0,0,25,3636,145.44
6K0241108,ก๊อกอ่างล้างหน้า DUSS # B7หัวพวงมาลัย,ตัว,60,118,0,0,0,0,118,26685.6,226.1492
6K0241109,ก๊อกอ่างหม้อด้ามปัด นัตตี้ # 109,ตัว,80,16,0,0,0,0,16,2992.5,187.0313
6K0241111,ก๊อกอ่างซิงค์ US2013#111,ตัว,60,0,55,60,0,0,5,725,145
6K0241112,ก๊อกอ่างซิงค์(ยืน) US2013#222,ตัว,60,13,70,60,0,0,3,528,176
6K0241120,ก๊อกอ่างล้างหน้า C-2,ตัว,60,4,0,0,0,0,4,640,160
6K0241123,ก๊อกอ่างซิงค์ยืน EDESA,ตัว,80,1,0,0,0,0,1,200,200
6K0241124,ก๊อกอ่างซิงค์ด้ามปัด ยืน SPC,ตัว,80,8,7,0,0,0,1,153.9231,153.9231
6K0241125,ก๊อกอ่างซิงค์ด้ามปัด ผนัง SPC,ตัว,80,6,0,0,0,0,6,820,136.6667
6K0241127,ก๊อกอ่างล้างหน้า เซรามิควาล์ว DECO #D-7/1,อัน,89,15,73,72,1,0,15,2428.125,161.875
6K0241135,"ก๊อกอ่างล้างหน้าหูกระต่าย ""นัตตี้"" #135",ตัว,60,1,0,0,0,0,1,132.8571,132.8571
6K0241200,ก๊อกเดี่ยวอ่างล้างหน้าตั้งพื้น VRH # C210,ตัว,11,3,0,0,0,0,3,3679.88,1226.6267
6K0241203,ก๊อกอ่างล้างหน้าเเดี่ยวด้ามปัดPAINI # GECR203LUQCP,ตัว,80,3,0,0,0,0,3,1752.87,584.29
6K0241301,ก๊อกอ่างล้างหน้าหัวแก้ว VRV #G-301,ชุด,60,0,3,0,0,3,0,0,0
6K0241308,ก๊อกอ่างล้างหน้าหูกระต่าย FUJI #308,แผง,60,19,0,0,0,0,19,3591,189
6K0241312,ก๊อกอ่างล้างหน้าด้ามปัดโรบิ้น # RB-312,ตัว,11,24,0,0,0,0,24,2280,95
6K0241317,*ก๊อกอ่างล้างหน้า อเมซอน C-7,อัน,60,24,0,0,0,0,24,3000,125
6K0241325,ก๊อกอ่างล้างหน้าหัวใบไม้ ST#F325,แผง,60,26,8,0,0,0,18,2577.9462,143.2192
6K0241332,ก๊อกอ่างล้างหน้า JY # 332,ตัว,11,10,0,0,0,0,10,1600,160
6K0241410,วาล์วฝักบัวสวีทโอม # K-420/2,ตัว,60,7,3,0,0,0,4,1046.4103,261.6026
6K0241420,ก๊อกอ่างล้างหน้าสวีมโฮม # K-420/2,ตัว,60,13,5,0,0,0,8,2550,318.75
6K0241600,ก๊อกอ่างล้างหน้าสวีมโฮม # K-600,ตัว,60,21,0,0,0,0,21,4270,203.3333
6K0241880,ก๊อกอ่างล้างหน้าด้ามปัด BC-808,ตัว,11,8,0,0,0,0,8,712.8,89.1
6K0241881,ก๊อกอ่างล้างหน้าด้ามปัด NSG,ตัว,11,24,1,0,0,0,23,2174.5615,94.5462
6K0241882,ก๊อกอ่างล้างหน้าด้ามปัด(ขอบทอง)แทมป้า,ตัว,11,69,0,0,0,0,69,7155,103.6957
6K0242000,ก๊อกเดี่ยวอ่างล้างหน้าตั้งพื้น VRH # TR2000,ตัว,11,6,0,0,0,0,6,3024,504
6K0242001,ก๊อกผสมอ่างอาบน้ำ LONG ONE,ชุด,11,2,0,0,0,0,2,1500,750
6K0242002,ก๊อกผสมอ่างอาบน้ำ Hang BM-4320CH,ชุด,11,1,0,0,0,0,1,1904,1904
6K0242003,ก๊อกผสมอ่างอาบน้ำ Hang BM-434/CH,ชุด,60,1,0,0,0,0,1,2162,2162
6K0242004,ก๊อกผสมยืนอาบ Hang BS-422/CH,ชุด,60,1,0,0,0,0,1,1624,1624
6K0242009,ก๊อกอ่างซิ้งค์(ผนัง)เซรามิค NSG#009,ตัว,60,5,0,0,0,0,5,896.75,179.35
6K0242010,ก๊อกผสมอ่างอาบน้ำ DUSS#KA-10,ตัว,60,1,0,0,0,0,1,850,850
6K0242011,ก๊อกอ่างซิ้งค์(ผนัง) AULA,ตัว,60,2,0,0,0,0,2,380,190
6K0242012,ก๊อกอ่างซิ้งค์(ยืน) AULA,ตัว,60,2,0,0,0,0,2,400,200
6K0242015,ก๊อกผสมอ่างอาบน้ำ DUSS#B-15 รุ่นพวงมาลัย,ตัว,60,1,0,0,0,0,1,1020,1020
6K0242076,ก๊อกผสมอ่างอาบน้ำ DUSS#KA-76,ตัว,11,4,0,0,0,0,4,5383.18,1345.795
6K0242077,ก๊อกผสมอ่างอาบน้ำ DUSS#KA-77,ตัว,11,4,0,0,0,0,4,5383.18,1345.795
6K0242078,ก๊อกผสมอ่างอาบน้ำ #09088000,ตัว,11,2,0,0,0,0,2,3700,1850
6K0242079,ก๊อกผสมอ่างอาบน้ำ #09088010,ตัว,11,2,0,0,0,0,2,4800,2400
6K0242080,ก๊อกผสมอ่างอาบน้ำ #09087037,ตัว,11,1,0,0,0,0,1,3400,3400
6K0242081,ก๊อกผสมอ่างอาบน้ำ (ไม่รวมฝักบัว)OSAI แบบยก S7,ชุด,89,4,3,0,0,0,1,800,800
6K0242085,ก๊อกอ่างซิงค์ DUSS # B-4,ตัว,11,12,0,0,0,0,12,4680,390
6K0242086,*ก๊อกผสมอ่างล้างหน้า DUSS#KA-86,ตัว,60,1,0,0,0,0,1,1360,1360
6K0242087,ก๊อกผสมอ่างอาบน้ำ DUSS#KA-87,ตัว,60,1,0,0,0,0,1,1360,1360
6K0242088,ก๊อกผสมอ่างอาบน้ำ DUSS#KA-88,ตัว,60,7,0,0,0,0,7,9510,1358.5714
6K0242097,*ก๊อกผสมอ่างล้างหน้า DUSS#KA-97,ตัว,60,2,0,0,0,0,2,2800,1400
6K0242098,ก๊อกผสมอ่างอาบน้ำ DUSS#KA-98(วาล์วลอย),ตัว,60,8,0,0,0,0,8,10960,1370
6K0242099,ก๊อกผสมอ่างอาบน้ำ DUSS#KA-99,ตัว,60,14,0,0,0,0,14,18185,1298.9286
6K0242211,ก๊อกผสมอ่างอาบน้ำแบบยืนน้ำ นัตตี้ #211,ชุด,11,4,0,0,0,0,4,4224,1056
6K0242312,ก๊อกออกผนัง แสตนเลส คิงสตัน SS-312T,แผง,89,8,6,0,0,0,2,580,290
6K0242313,ก๊อกออกผนัง แสตนเลส เอ็มวี D-19,แผง,89,0,3,12,0,0,9,1890,210
6K0243001,ก๊อกอ่างซิ้งค์ NUTTY ตัว C H2O,แผง,60,1,0,0,0,0,1,133.3333,133.3333
6K0243003,ก๊อกอ่างซิ้งค์ NUTTY ตัว  J ใบปัด,แผง,60,3,0,0,0,0,3,450,150
6K0243011,ก๊อกอ่างซิงค์แสตนเลส(ยืน) คิงสตันSS-3011,ชุด,89,3,11,12,0,0,4,2160,540
6K0243022,ก๊อกอ่างซิงค์แสตนเลส(ผนัง)คิงสตัน SS-3022,ชุด,89,2,3,12,1,0,12,6240,520
6K0243077,ก๊อกอ่างล้างหน้า(ทรงสูง)แสตนเลส คิงส์สตัน SS-3077,แผง,60,6,1,0,0,0,5,2957.1429,591.4286
6K0244003,ก๊อกอ่างซิ้งค์ตัว J ลายดอกไม้ BC,ชุด,60,1,0,0,0,0,1,110.5,110.5
6K0244004,ก๊อกอ่างซิ้งค์ตัว J ลายไทยไม้สีทอง BC,ชุด,60,2,0,0,0,0,2,221,110.5
6K0244005,ก๊อกอ่างซิ้งค์ตัว C ลายหยดน้ำ BC,ชุด,60,4,1,0,0,0,3,312.6,104.2
6K0244006,ก๊อกอ่างซิ้งค์ตัว C ลายไม้ BC,ชุด,60,2,0,0,0,0,2,188.8889,94.4444
6K0244007,ก๊อกอ่างซิ้งค์ตัว C ลายไทยไม้สีทอง BC,ชุด,60,1,0,0,0,0,1,106.25,106.25
6K0244008,ก๊อกอ่างซิ้งค์ตัว C ลายดอกไม้ BC,ชุด,60,3,1,0,0,0,2,212.5,106.25
6K0244010,ก๊อกอ่างซิ้งค์(พีพี) COCOตัวC พร้อมไฟพลังน้ำ(8),ชุด,89,13,4,0,0,0,9,900,100
6K0244011,"ก๊อกบอลกุญแจสนาม เมต้า 1/2""",ตัว,60,0,0,30,0,0,30,2160,72
6K0244012,"ก๊อกบอลกุญแจสนาม เมต้า 3/4""",ตัว,60,4,0,0,0,0,4,280,70
6K0244013,"ก๊อกบอล RAMBO-15(LITE) 1/2""",ตัว,80,23,49,60,0,0,34,1666,49
6K0244014,"ก๊อกบอลกุญแจ เมต้า 1/2""",ตัว,60,15,2,0,0,0,13,0,0
6K0244015,"ก๊อกบอล มอก.ไร้สาร BC 1/2""",อัน,60,19,4,0,0,0,15,360,24
6K0244016,"ก๊อกบอล ไร้สาร BC 3/4""",อัน,60,28,0,0,0,0,28,896,32
6K0244017,"ก๊อกบอล มอก.ปากสนามไร้สาร BC 1/2""",อัน,60,23,6,0,0,0,17,459,27
6K0244018,"ก๊อกบอล ปากสนามไร้สาร BC 3/4""",อัน,60,16,1,0,0,0,15,510,34
6K0244019,ก๊อกบอลกุญแจ เมต้า,ตัว,60,11,8,0,0,0,3,204,68
6K0244021,ก๊อกอ่างซิ้งค์(พีพี) COCOตัวJ พร้อมไฟพลังน้ำ(8),ชุด,89,10,0,0,0,0,10,1000,100
6K0244022,"ก๊อกบอลอลูมีเนียม SUPER-X 1/2""",ตัว,89,1,0,0,0,0,1,45,45
6K0244025,"ก๊อกบอลกุญแจสนาม ท.ล(ถอดหัวได้)KEN 1/2""#A100",แผง,89,22,3,0,0,0,19,2078.125,109.375
6K0245100,ก๊อกผสมฝักบัวครบชุด PA-24CR100VPQCP (VEGUE),ตัว,11,2,0,0,0,0,2,3950.78,1975.39
6K0245300,ก๊อกผสมฝักบัว A-2720 975 300 RELIANT,ตัว,60,2,0,0,0,0,2,3364.48,1682.24
6K0245400,ก๊อกผสมยืนอาบ SG733-4002C31,ตัว,11,2,0,0,0,0,2,2970,1485
6K0245636,ก๊อกผสมยืนอาบ SF814-2636,ตัว,11,2,0,0,0,0,2,3600,1800
6K0246001,ก๊อกอ่างซิ้งค์ CECO  แบบยก ออกผนัง S7,แผง,60,3,0,0,0,0,3,900,300
6K0246100,ก๊อกน้ำเย็นอ่างล้างหน้า TEXMONO PA 68CR200,ชุด,11,1,0,0,0,0,1,1236.62,1236.62
6K0246200,ก๊อกน้ำเย็นอ่างล้างหน้าโครเมี่ยม JOLLY PA 69CR200,ชุด,11,1,0,0,0,0,1,1056.53,1056.53
6K0246201,ก๊อกทองเหลือง ซันวา 1/2,ตัว,80,40,0,0,0,0,40,1440,36
6K0246202,"ก๊อกบอลทองเหลือง TAYO 1/2""",ตัว,80,30,6,0,0,0,24,1440,60
6K0246203,"ก๊อกบอลทองเหลือง TAYO 3/4""",ตัว,80,8,0,0,0,0,8,664,83
6K0246226,ก๊อกอ่างล้างหน้า (LIN)6226,แผง,60,3,0,0,0,0,3,840,280
6K0246266,ก๊อกอ่างล้างหน้า หัวหมุนได้ เกลียวท.ลKENS#S-66,ตัว,60,5,1,0,1,0,5,1938.4615,387.6923
6K0246555,ก๊อกอ่างล้างหน้าหัวแก้ว US2013 # 555,ตัว,80,19,19,24,0,0,24,2630.2529,109.5939
6K024679,ก๊อกผสมอ่างล้างหน้า DUSS #KA-9,ตัว,60,1,0,0,0,0,1,1105,1105
6K0247001,ก๊อกอ่างยกใหญ่ ROCKY,ชุด,60,10,5,0,0,0,5,954.8438,190.9688
6K0247002,ก๊อกเดี่ยวฝักบัว A-7003 JASS,อัน,11,2,0,0,0,0,2,728.97,364.485
6K0247003,ก๊อกเดี่ยวฝักบัวสายอ่อน A-7003A JASS,อัน,11,4,0,0,0,0,4,2588.79,647.1975
6K0248067,ก๊อกอ่างซิงค์แบบปัด Dolphin DP-8067-1,ตัว,60,4,11,12,0,0,5,1260.2564,252.0513
6K0248067-2,ก๊อกอ่างซิงค์แบบปัด(ยืน) Dolphin DP-8067-2,ตัว,89,0,7,12,0,0,5,1260,252
6K0248807,ก๊อกอ่างซิงค์สายอ่อนแบบปัด Dolphin DP-8807-1,ตัว,60,8,13,6,0,1,2,756,378
6K0248809,ก๊อกอ่างซิงค์สายอ่อนแบบปัด(ยืน) Dolphin DP-8809-1,ตัว,89,4,0,0,0,0,4,1399.858,349.9645
6K0248810,ก๊อกอ่างล้างหน้าแบบปัด Dolphin DP-8810,อัน,60,14,0,0,0,0,14,4841.2,345.8
6K0249710,วาล์วฝักบัว คิงส์ตัน#P9710,ชุด,89,12,4,0,0,0,8,1412.3077,176.5385
6K0249720,ก๊อกอ่างล้างหน้า คิงส์ตัน#P9720,ชุด,89,3,3,0,0,0,0,0,0
6K0249730,ก๊อกอ่างล้างหน้า คิงส์ตัน#P9730,ชุด,89,13,1,0,0,0,12,4620,385
6K0249740,ก๊อกอ่างซิงค์ คิงส์ตัน#P9740,ชุด,89,10,1,0,0,0,9,3555,395
6K0249750,ก๊อกอ่างซิงค์ คิงส์ตัน#P9750,ชุด,89,2,5,6,0,0,3,1185,395
6K0260004,กระจกเงาหนา 5 มม. 60*45 CM#PM004,บาน,60,1,0,0,0,0,1,300.28,300.28
6K0260061,กระจกเงาหนา 5 มม.ทรงรี 60*45#GD061,บาน,60,0,8,10,0,0,2,300,150
6K0260064,กระจกเงาหนา 5 มม. 60*45#GD064,บาน,60,0,1,10,0,0,9,1350,150
6K0260100,กระจกแกะลายกลม RK 45*61 CM ลายนกเป็ด,บาน,11,4,0,0,0,0,4,2166.28,541.57
6K0260101,ชุดขาแขวนราวผ้าม่าน U.S.FOX 3/ชุด,ถุง,60,11,0,0,0,0,11,660,60
6K0260102,ชุดขาแขวนราวผ้าม่าน U.S.FOX 5/ชุด,ถุง,60,8,0,0,0,0,8,680,85
6K0260103,กระจกคลาสสิค VYV-0103 คละสี,ชุด,60,12,4,0,0,0,8,2560,320
6K0260120,กระจกแกะลายโค้ง RK 45*61 CM ทะเลหรรษา,บาน,11,7,0,0,0,0,7,3982.72,568.96
6K0260123,กระจกแกะลาย BOSS # 123,บาน,80,2,0,0,0,0,2,1141.4,570.7
6K0260125,กระจกแกะลาย BOSS # 125,บาน,80,5,0,0,0,0,5,2911.4,582.28
6K0260126,กระจกแกะลาย BOSS # 126,บาน,80,4,0,0,0,0,4,2329.12,582.28
6K0260127,กระจกแกะลาย BOSS # 127,บาน,80,2,0,0,0,0,2,1141.4,570.7
6K0260128,กระจกแกะลาย BOSS # 128,บาน,80,1,0,0,0,0,1,551.4,551.4
6K0260131,กระจกแกะลาย BOSS # 131,บาน,80,2,0,0,0,0,2,1180,590
6K0260135,กระจกแกะลาย BOSS # 135,บาน,80,4,0,0,0,0,4,2321.4,580.35
6K0260136,กระจกแกะลาย BOSS # 136,บาน,80,2,0,0,0,0,2,1141.4,570.7
6K0260137,กระจกแกะลาย BOSS # 137,บาน,80,3,0,0,0,0,3,1770,590
6K0260138,กระจกแกะลาย BOSS # 138,บาน,80,2,0,0,0,0,2,1141.4,570.7
6K0260139,กระจกแกะลาย BOSS # 139,บาน,80,5,0,0,0,0,5,2911.4,582.28
6K0260140,กระจกแกะลาย BOSS # 140,บาน,80,1,0,0,0,0,1,590,590
6K0260141,กระจกแกะลาย BOSS # 141,บาน,80,4,0,0,0,0,4,2360,590
6K0260212,กระจกเงาพ่นลาย WCP#212,บาน,60,4,0,0,0,0,4,5400,1350
6K0260215,กระจกเงาพ่นลาย WCP#215,บาน,60,4,0,0,0,0,4,5400,1350
6K0260226,กระจกเงาพ่นลาย WCP#226,บาน,60,2,0,0,0,0,2,2700,1350
6K0260240,กระจกเงาพ่นลาย WCP#240,บาน,60,4,0,0,0,0,4,5400,1350
